Dataset,Algoritmo,Configuracion,Ejecucion,Hypervolume,Tiempo,Generaciones_Iteraciones,Tamaño_Pareto,Num_Puntos_Pareto,Costo_Medio,Minutos_Medios
users4.json,PACO,high_pheromone_influence,15,0.179559397519503,4217.901631832123,59,13,13,4471.66230769231,1826736.9507692421
users4.json,PACO,high_pheromone_influence,16,0.20006388397757507,2478.732766151428,35,9,9,4434.792222222225,1845070.5877777871
users4.json,PACO,high_pheromone_influence,17,0.2017324989243749,2287.3471913337708,32,10,10,4340.3380000000025,1793985.2160000089
users4.json,PACO,high_pheromone_influence,18,0.20200040522542062,3021.6382002830505,42,10,10,4378.676000000003,1834321.7150000148
users4.json,PACO,high_pheromone_influence,19,0.15231820402742896,1718.723556280136,24,10,10,4480.314000000001,1813131.367000015
users4.json,PACO,high_pheromone_influence,20,0.17341255852363813,2079.5656399726868,29,7,7,4523.897142857145,1823929.7514285867
users4.json,PACO,high_pheromone_influence,21,0.19020037692011926,4103.200722455978,58,8,8,4503.496250000002,1828333.3250000046
users4.json,PACO,high_pheromone_influence,22,0.17543020271393808,3378.462960958481,48,7,7,4363.195714285716,1827297.1942857322
users4.json,PACO,high_pheromone_influence,23,0.16988970579049228,3239.277930021286,46,11,11,4414.346363636366,1820773.890000008
users4.json,PACO,high_pheromone_influence,24,0.16876297166972704,4897.3338923454285,70,11,11,4462.674545454548,1824397.219090923
users4.json,PACO,high_pheromone_influence,25,0.1820639569689942,4481.544386148453,64,8,8,4423.481250000003,1836586.9562500138
users4.json,PACO,high_pheromone_influence,26,0.19722861742539807,3523.0046944618225,50,11,11,4384.056363636367,1834675.5172727446
users4.json,PACO,high_pheromone_influence,27,0.18226246765416074,1271.643470287323,18,7,7,4490.648571428573,1825557.4128571518
users4.json,PACO,high_pheromone_influence,28,0.19162536199939506,4097.148301362991,58,6,6,4371.580000000003,1836354.2500000177
users4.json,PACO,high_pheromone_influence,29,0.17482216161169137,5397.822479724884,75,15,15,4458.485333333335,1828292.098000016
users4.json,PACO,high_pheromone_influence,30,0.1633824062992176,2866.4912617206573,39,9,9,4512.310000000002,1825672.8033333453
users4.json,PACO,high_pheromone_influence,31,0.191873187844593,1728.740977525711,25,10,10,4502.483000000002,1822225.2290000122
users5.json,PACO,high_pheromone_influence,1,0.09596305062443712,3026.003471136093,27,7,7,6868.237142857148,2941854.6957142972
users5.json,PACO,high_pheromone_influence,2,0.1487822641246986,5102.799881696701,43,13,13,6908.062307692312,2922611.604615402
users5.json,PACO,high_pheromone_influence,3,0.12059490784416631,2150.0611538887024,17,8,8,6969.212500000003,2936443.83125001
users5.json,PACO,high_pheromone_influence,4,0.11722896969317327,2044.75980758667,16,7,7,6943.308571428574,2959127.9457142996
users5.json,PACO,high_pheromone_influence,5,0.11806744125836649,1962.0435826778412,16,9,9,6994.461111111113,2947511.1311111213
users5.json,PACO,high_pheromone_influence,6,0.12722174071333064,1856.7393383979797,16,7,7,7059.784285714289,2976760.3514285786
users5.json,PACO,high_pheromone_influence,7,0.10757401163576688,4614.62953042984,39,14,14,6807.406428571433,2898164.4485714366
users5.json,PACO,high_pheromone_influence,8,0.12258371959438345,5393.02112197876,46,10,10,6892.246000000005,2920674.583000018
users5.json,PACO,high_pheromone_influence,9,0.08591334983578133,2916.3161549568176,26,9,9,6865.7900000000045,2886877.9555555643
users5.json,PACO,high_pheromone_influence,10,0.12584710255582834,2902.479029893875,26,11,11,6838.5518181818225,2928469.7209091024
users5.json,PACO,high_pheromone_influence,11,0.13245662064054198,3447.8828065395355,31,14,14,6993.90428571429,2925455.6478571543
users5.json,PACO,high_pheromone_influence,12,0.12166189468530507,1794.6524729728699,16,8,8,6932.078750000003,2942368.1487500155
users5.json,PACO,high_pheromone_influence,13,0.1618283531087905,3978.0253834724426,35,12,12,6925.054166666671,2945591.2241666857
users5.json,PACO,high_pheromone_influence,14,0.1083359865705562,3267.089474916458,29,11,11,6860.239090909096,2910575.7345454735
users5.json,PACO,high_pheromone_influence,15,0.14142111098649138,4722.32868885994,42,14,14,6869.38928571429,2910519.968571447
users5.json,PACO,high_pheromone_influence,16,0.16210350675110252,5530.828187465668,49,11,11,6775.723636363642,2918080.792727291
users5.json,PACO,high_pheromone_influence,17,0.09758826342143952,2137.9745066165924,19,15,15,6933.064000000004,2923216.9660000103
users5.json,PACO,high_pheromone_influence,18,0.1299242180755871,6526.45614862442,58,12,12,6835.843333333338,2936918.730833346
users5.json,PACO,high_pheromone_influence,19,0.10379873011635544,4382.898168563843,39,12,12,6884.606666666671,2928616.3400000203
users5.json,PACO,high_pheromone_influence,20,0.10843690535875332,2017.7203443050385,18,7,7,7044.59285714286,2950859.258571437
users5.json,PACO,high_pheromone_influence,21,0.0991079308611334,2921.531175136566,26,8,8,6954.922500000004,2931488.105000006
users5.json,PACO,high_pheromone_influence,22,0.0970329012757069,2025.955739736557,18,9,9,6879.390000000003,2938650.7400000147
users5.json,PACO,high_pheromone_influence,23,0.1354435251489094,2138.7788071632385,19,9,9,6837.791111111115,2918908.876666678
users5.json,PACO,high_pheromone_influence,24,0.12098885456039249,2121.3477210998535,19,15,15,6873.490000000004,2912026.911333354
users5.json,PACO,high_pheromone_influence,25,0.09807801560560821,1901.0374405384064,17,11,11,6946.29363636364,2933194.8672727346
users5.json,PACO,high_pheromone_influence,26,0.10729850973331576,1848.9961905479431,16,7,7,6979.511428571431,2951641.2314285794
users5.json,PACO,high_pheromone_influence,27,0.11369854831457318,1846.1816017627716,15,8,8,6946.363750000002,2939834.7412500107
users5.json,PACO,high_pheromone_influence,28,0.11051215723808565,5411.1303651332855,44,16,16,6912.730625000005,2917137.573750011
users5.json,PACO,high_pheromone_influence,29,0.12924609900682396,2335.2083015441895,18,10,10,6925.0930000000035,2946462.7420000145
users5.json,PACO,high_pheromone_influence,30,0.13782102484486478,2048.774711370468,17,13,13,6889.376923076927,2944210.784615395
users5.json,PACO,high_pheromone_influence,31,0.10118791917210324,2499.9064569473267,21,12,12,6929.273333333337,2916896.632500014
